AMG,ATF,CF2,CF4,GCC,LIN,NTI,PEN,TTC,pc_enterob,pc_pseud,isVM,numberOfPatients,neighbor_ATF,neighbor_CAR,neighbor_CF1,neighbor_CF3,neighbor_CF4,neighbor_GLI,neighbor_MON,neighbor_PAP,neighbor_SUL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5880381321103487,0.6082281558633179,1.1866129539630803,9.931753223556168,7.420419412628714,7.548440403817237,6.504410711766336,10.5515004805028,9.84419274578849,9.441546064539176,0.486808260454178,7.054537280943932,7.903094400016002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9984014443252818e-15,0.0,2.262461174948467,2.282651198701436,2.8610359968011987,9.752974828333569,7.388184905801545,7.450798234636473,6.537444408353478,10.535515229716067,9.41183198470087,9.346572163236974,0.4522672154038363,7.224976653550715,8.352728358564134
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.027619097979432627,0.07461877320693266,1.3017971369903412,2.8761935059019246,0.4962406015037595,2.287637833032237,1.2470558397379028,3.5664152943330762,3.426608594057629,1.5668934240362813,0.0,1.1353057199211045,1.6352423742220799
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8003730113140494,0.8205630350670186,1.398947833166781,9.633153807362467,7.124917461410429,7.32897557319802,6.983138482313004,10.570391474634945,9.330140280208068,9.14443398176461,0.48688175203939155,7.305262037798802,8.289315776815776
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03661375834303038,0.056803782095999567,0.635188580195762,5.313731087207763,2.5,6.440921914578596,0.0,3.9499999999999993,0.75,3.314285714285714,0.5,0.0,1.9269555615219907
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3628965430367823,0.3830865667897515,0.9614713648895139,9.132054053271158,8.130989838467105,7.688216224530266,5.2368777271714055,10.096538089813953,9.269282363168234,9.773124716102657,0.4980524729918423,7.417013904133579,5.709371184371184
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4906716484280482,0.5108616721810174,1.0892464702807798,9.82153222740452,7.146320002748574,8.050605787909092,5.745881918948122,10.032049304658953,9.007347211611917,9.569610320316214,0.49029911075181887,7.2773717948717955,8.776255065385502
0.0,1.9984014443252818e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0073679909854127,1.027558014738382,1.6059428128381443,9.801899258902912,7.361501499548948,7.8121755542271725,6.280188102428565,10.24280044661225,9.845937906912633,9.981811956666727,0.46336444477107364,7.195463821714587,8.187561394816207
0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,3.0,0.07423185522447506,0.09442187897744425,0.6728066770772066,7.129162095665107,6.886111111111111,9.105555555555556,3.9443161547632464,8.977777777777778,8.625000000000002,10.598379417223594,0.5,5.82598158717412,1.4529236706887674
0.44691644957037313,1.0932594927355637,0.013634846463609351,0.5678124090641817,0.030862136364655957,0.2627133456416767,0.465827807081034,0.7969816997060368,0.06619768232737477,0.0,0.26838851731511226,8.339931108684363,1.5063205449755723,2.238836061605766,3.662712564166007,0.5621391958687902,1.505896379874887,1.5427721145220534,1.5377834076408377,0.44404322468909874,3.026731751307506,0.6977398424697471
