neighbor_PAP,neighbor_CAR,AMG,numberOfPatients,neighbor_QUI,neighbor_GLI,neighbor_CF4,ATF,neighbor_CF3,LIN,CF2,TTC,PEN,isVM,GCC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8664328445055814,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.956558952948653,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774490323999217,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9369843912981688
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.8664328445055814,1.0,0.0,0.774490323999217,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9993317834570821,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.998743474028847,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8862246033469818,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9501990974250066,0.958528743768988,0.978702340634913,0.9605607441551163,0.972854641450341,0.9723247875623772,0.9805584381108672,0.9719922881589991,0.9004105295053,0.9845328785599559,0.9842658064585328,0.9700439489130755,0.9715219623900272,0.0,0.9844996286196179
0.0,1.0,1.0,0.0,0.0,0.9369843912981688,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9994948154226094,0.0
