YearOfAdmission,Gender,Age,SAPSIIIScore
0.0,0.7189917376332757,1.0,0.8506129845862367
0.46334502832703056,0.0,0.46334502832703056,0.46334502832703056
1.0,0.6218344123292764,0.0,0.9924540735754923
0.8506129845862367,0.46334502832703056,0.9924540735754923,0.0
