neighbor_PAP,neighbor_CAR,AMG,numberOfPatients,neighbor_QUI,neighbor_GLI,neighbor_CF4,ATF,neighbor_CF3,LIN,CF2,TTC,PEN,isVM,GCC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9408108060480033,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9420959815921577,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9099980615373771,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905195331577808,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.9408108060480033,1.0,0.9099980615373771,0.905195331577808,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9994631465528092,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9986455936478846,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8547493593003408,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9435208774941972,0.9527115819365494,0.976450825986476,0.9553763386720776,0.9698694936332831,0.9688045979326422,0.9786517363086638,0.9687920105130129,0.8868560905488618,0.9830485219851871,0.982592228023624,0.9663324287174427,0.9638822874865943,0.0,0.9830485219851871
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9987840552638071,0.0
