Age,Gender,SAPSIIIScore,YearOfAdmission
0.0,0.6385545878419987,0.15032875560659464,0.1521702064456386
0.6385545878419987,0.0,0.4541825723221131,0.522908419107944
0.15032875560659464,0.4541825723221131,0.0,0.20024090500142722
0.1521702064456386,0.522908419107944,0.20024090500142722,0.0
