isVM,neighbor_OXA,neighbor_CAR,neighbor_Falta
0.0,0.0,0.0,0.0
1.0,0.0,0.4467752977122052,0.619829036355522
0.0,0.4467752977122052,0.0,0.3991292284018555
0.637321206075207,0.619829036355522,0.3991292284018555,0.0
