SAPSIIIScore,Age,YearOfAdmission,MonthOfAdmission
0.0,0.15032875560659464,0.20024090500142722,0.24637477054159285
0.15032875560659464,0.0,0.1521702064456386,0.16581790287869425
0.20024090500142722,0.1521702064456386,0.0,0.17003059602894266
0.24637477054159285,0.16581790287869425,0.17003059602894266,0.0
